id,UA_Name,UA_Country,UA_Continent,Housing,Cost of Living,Travel Connectivity,Commute,Safety,Healthcare,Education,Environmental Quality,Economy,Taxation,Internet Access,Leisure & Culture,Naive Sum,Label
41,Bristol,United Kingdom,Europe,5.215999999999999,5.242,4.890000000000001,5.4437500000000005,7.939999999999999,8.251666666666665,5.4615,6.472250000000001,5.438,5.9545,6.478000000000001,3.8625,83.68924999999999,better
42,Brno,Czechia,Europe,8.329000000000002,7.925999999999998,2.601,5.827249999999999,8.5655,8.096666666666666,4.226500000000001,6.05525,4.378000000000001,5.9335,7.020500000000002,5.3525,89.9575,better
43,Brussels,Belgium,Europe,6.355,4.477,7.4675,5.386750000000001,6.703,8.158333333333333,6.6530000000000005,4.591000000000001,4.8115000000000006,1.883,7.5715,8.143999999999998,85.4555,better
44,Bucharest,Romania,Europe,9.186500000000002,8.516,3.4955,5.072500000000001,8.985999999999999,6.075333333333333,2.4475,3.41925,4.103,6.839,9.638,6.959499999999999,91.644,better
45,Budapest,Hungary,Europe,8.570500000000001,7.947999999999999,4.426500000000001,5.395000000000001,8.218499999999999,5.745999999999999,3.693,5.2875,4.946,6.1075,6.759,8.253000000000002,90.95875,better
46,Buenos Aires,Argentina,South America,8.812000000000001,7.763999999999999,3.77,4.9235,6.0395,6.978999999999998,1.422,4.869,2.884,1.568,1.5275,7.6735,74.20325000000001,worse
47,Buffalo,New York,North America,7.0765,5.228000000000001,1.511,2.154,7.1885,6.457333333333333,4.212,8.329249999999998,6.5145,3.9205,6.757999999999999,4.32,75.29425,worse
48,Cairo,Egypt,Africa,10.0,10.0,3.7575,3.99025,6.791,4.041,0.5,1.1555000000000002,2.978,5.101,2.405,6.1855,73.94950000000001,worse
49,Calgary,Canada,North America,6.495000000000001,5.417999999999999,2.514,5.157500000000001,7.923,8.026333333333334,5.5550000000000015,8.191499999999998,5.8405000000000005,7.2745000000000015,5.6705000000000005,4.268,84.74450000000002,better
50,Cambridge,United Kingdom,Europe,4.1055,4.851,6.887499999999999,5.627750000000001,9.504499999999998,8.189,6.554500000000001,8.0165,5.438,5.9545,5.8095,2.455,86.88475,better
51,Cape Town,South Africa,Africa,6.7635000000000005,7.955,2.1630000000000003,3.8425,5.327999999999999,4.343,0.8945000000000001,6.6085,2.7680000000000007,5.151,5.612500000000001,4.736000000000001,68.9945,worse
53,Cardiff,United Kingdom,Europe,7.065,6.082,4.890000000000001,5.764749999999999,8.21,8.318333333333332,4.785500000000001,6.607249999999999,5.438,5.9545,5.101,5.0285,88.13474999999998,better
55,Charleston,South Carolina,North America,4.6370000000000005,3.567,1.399,4.62075,5.0555,6.779666666666666,3.6245,7.276,6.5145,4.062,6.093,6.595000000000001,69.13074999999999,worse
56,Charlotte,North Carolina,North America,5.549,4.987,3.679,4.134,5.347499999999999,6.432333333333333,3.6245,8.009249999999998,6.5145,4.062,6.3870000000000005,5.606,75.51724999999999,worse
57,Chattanooga,Tennessee,North America,6.782,6.121,1.2095,0.7969999999999999,4.468,6.242999999999999,3.6245,7.1515,6.5145,4.772,8.365,4.1625,70.80999999999999,worse
58,Chennai,India,Asia,10.0,10.0,4.208,4.8420000000000005,7.837000000000001,4.074666666666666,0.5115000000000001,2.3945000000000007,5.5565,3.4145,6.825500000000001,2.2275,79.69575000000002,worse
59,Chiang Mai,Thailand,Asia,9.3725,8.495000000000001,1.6945,5.141249999999999,8.452500000000002,7.393666666666667,1.6875,3.981,2.387,6.794500000000001,4.2865,6.847500000000001,83.39375000000001,better
60,Chicago,Illinois,North America,3.702,4.766000000000001,5.5075,4.57975,3.832,6.215999999999998,7.999,6.8045,6.5145,4.062,6.599499999999999,8.193,76.788,worse
61,Chisinau,Moldova,Europe,9.6765,9.343,1.6025,5.495,7.627999999999999,5.065999999999999,1.3995,4.33825,3.9765000000000006,6.2325,5.3615,2.7120000000000006,78.7895,worse
62,Christchurch,New Zealand,Oceania,6.934000000000001,5.096,0.8334999999999999,5.51775,7.584999999999999,8.312333333333333,4.756,9.2565,5.505500000000001,5.9315,5.922,3.223500000000001,80.876,better
63,Cincinnati,Ohio,North America,6.6775,6.1080000000000005,1.9265,4.743500000000001,4.975,6.345999999999999,4.2805,7.1095,6.5145,3.9205,6.512000000000001,6.118000000000001,76.10775,worse
64,Cleveland,Ohio,North America,7.155999999999999,5.595,2.077500000000001,4.42125,3.637,6.755666666666666,4.6185,7.2505,6.5145,3.9205,5.476500000000001,5.696500000000001,73.42075,worse
65,Cluj-Napoca,Romania,Europe,9.165,8.794,1.7625000000000002,5.876,9.4745,6.434333333333333,2.4480000000000004,6.40075,4.103,6.839,8.6655,2.6275000000000004,89.18124999999999,better
66,Cologne,Germany,Europe,6.5265,5.606999999999999,7.282000000000001,5.381749999999999,6.6295,8.04,5.1035,6.48,5.373500000000001,3.9035,5.666,5.3225,85.80650000000001,better
67,Colorado Springs,Colorado,North America,6.4995,5.375,1.266,1.7352500000000004,5.3775,5.843999999999999,3.6245,8.526500000000002,6.5145,4.346,5.9225,3.812,69.212,worse
68,Columbus,Ohio,North America,6.2895,5.746000000000001,1.663,5.02675,5.2815,6.406,5.047499999999999,8.166,6.5145,3.9205,4.5535,6.465999999999999,75.25,worse
69,Copenhagen,Denmark,Europe,4.227,3.426,6.3,6.2955000000000005,9.1525,7.985333333333334,5.301,8.27225,4.886500000000001,5.0680000000000005,7.239500000000001,7.063000000000001,88.1115,better
70,Cork,Ireland,Europe,5.514500000000001,4.902,2.3615,5.504250000000001,8.839500000000001,7.426333333333334,4.879,8.012750000000002,7.514500000000001,6.254999999999999,9.143999999999998,2.5315,84.96725,better
71,Curitiba,Brazil,South America,9.4295,8.433,0.8900000000000001,4.950250000000001,5.9465,5.897,1.0165000000000002,7.75725,2.187,2.8525,3.1420000000000003,7.1875,74.47875,worse
72,Dallas,Texas,North America,5.259000000000001,6.090999999999999,4.746499999999999,4.4705,4.339,6.086666666666666,4.284,6.693,6.5145,4.772,6.460999999999999,7.1685,78.00474999999999,worse
74,Delhi,India,Asia,9.752,9.869,5.642,3.71225,6.4185,3.7126666666666654,0.512,2.2030000000000003,5.5565,3.4145,3.588,5.683,77.50449999999998,worse
75,Denver,Colorado,North America,3.8375,5.102,4.243,4.530000000000001,5.371,6.220333333333333,3.6245,7.11675,6.5145,4.346,5.418500000000001,6.2235,73.12225,worse
76,Des Moines,Iowa,North America,6.850999999999999,6.327,1.379,2.0722500000000004,6.984,6.709,3.6245,8.68225,6.5145,4.346,5.698,6.0665,77.56675,worse
77,Detroit,Michigan,North America,6.223000000000001,6.032,3.6405,0.933,4.4615,5.786333333333332,5.8185,4.04675,6.5145,3.7785,6.167000000000002,7.478,71.042,worse
78,Doha,Qatar,Asia,2.1315,6.183,2.6425,4.61625,9.486,7.4336666666666655,1.4335,3.94175,9.39,10.0,3.245,4.6205,78.34525,worse
79,Dresden,Germany,Europe,7.884500000000001,6.0280000000000005,3.536000000000001,4.959999999999999,8.463999999999999,8.393666666666666,5.124500000000001,8.110750000000001,5.373500000000001,3.9035,5.6035,6.6385,88.61124999999998,better
80,Dubai,United Arab Emirates,Asia,2.591,5.49,4.508,4.2285,9.172,6.392,2.28,6.035500000000001,7.885999999999999,10.0,3.151,4.6705,79.341,worse
81,Dublin,Ireland,Europe,2.5125,4.005000000000001,4.7615,5.44625,7.121499999999999,6.8103333333333325,5.6065,6.5015,7.514500000000001,6.254999999999999,8.3435,7.134500000000001,81.81475,better
82,Dusseldorf,Germany,Europe,6.282000000000001,5.134,6.6695,5.283000000000001,8.166,8.003666666666666,4.306500000000001,7.375499999999999,5.373500000000001,3.9035,5.666,4.664000000000001,85.8015,better
83,Edinburgh,United Kingdom,Europe,5.8450000000000015,5.114,5.185,5.967500000000001,8.485,8.552333333333332,6.092500000000001,7.763,5.438,5.9545,5.1755,7.200500000000001,90.31725,better
84,Edmonton,Canada,North America,6.729500000000001,5.522,1.902,5.09725,7.1175000000000015,8.269,5.948,8.17575,5.8405000000000005,7.2745000000000015,4.609999999999999,3.974,82.25600000000001,better
85,Eindhoven,Netherlands,Europe,6.252000000000001,5.125,4.807499999999999,6.031750000000001,9.107,8.559333333333333,5.0805,8.805,5.053000000000001,4.954999999999999,7.658999999999999,4.333500000000001,90.15374999999999,better
86,Eugene,Oregon,North America,6.713,5.021,1.192,5.627000000000001,6.171500000000001,6.566666666666666,4.1735,8.231,6.5145,3.9205,4.756000000000001,2.9560000000000004,72.58800000000001,worse
87,Florence,Italy,Europe,6.775,4.649,4.306,6.0287500000000005,7.9725,8.163666666666666,4.058000000000001,6.009000000000001,3.3625,2.4365,4.4415,8.503499999999999,80.61000000000001,better
88,Florianopolis,Brazil,South America,9.0595,8.331000000000001,0.683,4.78775,6.525,5.432999999999999,1.0165000000000002,4.943999999999999,2.187,2.8525,3.185,5.33,68.84175,worse
90,Frankfurt,Germany,Europe,5.957,5.143,8.529,5.923,6.8375,7.707333333333334,5.2065,6.4755,5.373500000000001,3.9035,4.079,6.492,86.1105,better
92,Galway,Ireland,Europe,6.275500000000001,4.9270000000000005,2.3615,5.68975,8.89,7.069999999999999,5.0075,7.51875,7.514500000000001,6.254999999999999,7.637499999999999,1.1150000000000002,82.52024999999999,better
93,Gdansk,Poland,Europe,8.508,8.126999999999999,2.8345,5.861,8.0405,6.855666666666666,4.6615,7.794500000000001,4.7615,5.097,5.036,5.515,87.94425,better
94,Geneva,Switzerland,Europe,1.0775,1.0,5.866500000000001,6.003,8.427,7.443,5.186,8.601750000000001,6.552,6.4285000000000005,8.378499999999999,5.244000000000001,79.52175000000001,worse
96,Glasgow,United Kingdom,Europe,6.9285000000000005,5.623,6.1995000000000005,5.35225,7.496,8.813333333333333,5.306500000000001,7.100999999999999,5.438,5.9545,4.252999999999999,4.671000000000001,88.01350000000001,better
97,Gothenburg,Sweden,Europe,6.725,5.046000000000001,3.6575,5.96875,7.296,8.101666666666667,4.7775,8.58975,5.694499999999999,2.7495000000000003,6.1925,4.0045,81.82749999999999,better
98,Grenoble,France,Europe,7.505000000000001,4.317,3.996,5.52575,5.8875,9.063,4.549,6.151,4.2045,2.648000000000001,3.758,3.1785,73.89299999999999,worse
99,Guadalajara,Mexico,North America,9.527,9.49,1.7294999999999998,4.3455,6.472000000000001,7.034333333333333,1.2095,3.34325,3.5005,4.333500000000001,4.0925,7.657,79.25625,worse
101,Halifax,Canada,North America,6.895000000000001,4.9430000000000005,1.5699999999999998,5.402750000000001,7.188500000000001,7.885666666666666,5.42,7.618499999999999,5.8405000000000005,7.2745000000000015,6.123500000000001,3.942,81.63500000000002,better
102,Hamburg,Germany,Europe,5.944500000000001,4.904,5.685000000000001,5.8265,6.4590000000000005,8.129999999999999,4.306500000000001,8.123999999999999,5.373500000000001,3.9035,5.560499999999999,6.3525,83.97750000000002,better
103,Hannover,Germany,Europe,7.754000000000001,6.000000000000001,5.646,6.54975,7.352500000000002,8.133666666666667,4.834,9.13125,5.373500000000001,3.9035,5.666,3.5255,88.89574999999999,better
105,Helsinki,Finland,Europe,5.396000000000001,4.121,4.7505,5.77925,8.674000000000001,7.953666666666665,5.4545,9.301,3.921,4.8785,5.1035,7.054500000000001,85.10775000000001,better
106,Ho Chi Minh City,Vietnam,Asia,8.618,8.844000000000001,2.08,5.1835,6.767500000000001,5.540333333333333,4.116499999999999,1.4197499999999998,4.8345,5.045,4.565,5.874000000000001,76.75474999999999,worse
107,Hong Kong,Hong Kong,Asia,1.0,4.967,3.679,5.54025,9.3505,4.154000000000001,9.711,4.53325,6.4825,8.380499999999998,6.2275,7.0585,77.80375000000001,worse
108,Honolulu,Hawaii,North America,2.3415000000000004,2.867,1.983,4.1617500000000005,6.8565000000000005,6.430999999999997,4.2805,6.094000000000001,6.5145,4.204,6.158,7.622999999999999,67.614,worse
109,Houston,Texas,North America,5.224500000000001,6.162,4.338500000000001,4.03075,3.129,6.379,4.928,5.304500000000001,6.5145,4.772,6.248499999999999,7.144,74.32775000000001,worse
111,Indianapolis,Indiana,North America,6.266,5.478,1.6815000000000002,4.85875,3.968,6.151333333333332,3.6245,6.1605,6.5145,4.062,5.875500000000001,7.298999999999999,71.89974999999998,worse
112,Innsbruck,Austria,Europe,6.708,4.732,5.569500000000001,6.3740000000000006,8.273,7.884666666666666,4.33,7.366,4.663,2.666,5.0595,4.4245,82.46875,better
113,Istanbul,Turkey,Asia,9.1375,8.787,5.8355,4.06575,6.8935,6.839999999999998,2.1525,3.40475,4.093500000000001,4.323499999999999,3.5005,10.0,86.70450000000001,better
114,Jacksonville,Florida,North America,6.450000000000001,5.359,1.5674999999999997,1.40575,3.8255,6.199,3.6245,7.12025,6.5145,4.772,6.157500000000001,5.6545000000000005,68.53824999999999,worse
115,Jakarta,Indonesia,Asia,8.671,8.471,2.4885000000000006,3.640000000000001,7.0005,4.183999999999999,1.0275,2.4857500000000003,4.657500000000001,6.266,4.498999999999999,8.146,76.4305,worse
116,Johannesburg,South Africa,Africa,8.012,7.575000000000001,3.2030000000000003,3.91575,5.165500000000001,3.6486666666666654,0.7585,4.325500000000001,2.7680000000000007,5.151,2.8375,4.4015,65.18475000000001,worse
117,Kansas City,Missouri,North America,6.7075,5.844,1.869,1.9725000000000004,4.422500000000001,6.4496666666666655,3.6245,7.9765,6.5145,4.062,8.188500000000001,6.674500000000001,75.13974999999999,worse
118,Karlsruhe,Germany,Europe,7.764499999999998,5.294,4.7985,4.905499999999999,6.858,8.412,5.2075000000000005,7.7675,5.373500000000001,3.9035,4.5945,3.9865,82.82525,better
120,Kiev,Ukraine,Europe,9.0845,9.817,5.4875,5.16075,7.2555,4.850999999999999,0.5,3.6665,1.2755,5.478,6.041499999999999,8.419500000000001,85.03499999999998,better
122,Knoxville,Tennessee,North America,6.975499999999999,6.447000000000001,1.379,1.943,5.1295,6.421666666666667,4.212,3.72325,6.5145,4.772,7.092499999999999,4.495500000000001,70.17575000000001,worse
123,Krakow,Poland,Europe,8.4245,8.509,2.9285000000000005,5.629,8.521500000000001,6.853999999999999,4.6625000000000005,4.802,4.7615,5.097,5.7875,7.839999999999999,89.10449999999999,better
124,Kuala Lumpur,Malaysia,Asia,8.663499999999999,8.238,3.5620000000000003,4.37975,5.880999999999999,5.950333333333333,2.527,3.869999999999999,6.339,6.1265,5.4615,7.166,83.04849999999999,better
129,Las Vegas,Nevada,North America,7.001,5.759,3.5285,4.807499999999999,2.385,5.6353333333333335,3.6245,5.556500000000001,6.5145,4.772,5.3035,6.3685,71.59799999999998,worse
130,Lausanne,Switzerland,Europe,4.0755,1.0,6.5145,5.85825,8.032499999999999,7.351999999999999,6.622,8.809750000000001,6.552,6.4285000000000005,4.146,4.222,79.78925,worse
131,Leeds,United Kingdom,Europe,6.811,5.363,6.595000000000001,5.1057500000000005,7.731,8.633666666666667,4.9825,5.922000000000001,5.438,5.9545,7.329499999999999,3.7435,88.685,better
132,Leipzig,Germany,Europe,8.177,5.9110000000000005,4.337,6.01375,7.277000000000001,7.300333333333332,4.306500000000001,9.03275,5.373500000000001,3.9035,5.646500000000001,4.5265,86.15325,better
133,Lille,France,Europe,7.532000000000001,5.399000000000001,6.020000000000001,2.29375,6.942,9.071,4.3935,4.2395,4.2045,2.648000000000001,3.826999999999999,5.1095000000000015,76.96499999999999,worse
134,Lima,Peru,South America,8.712,8.496,2.012,4.759,5.2905,5.710666666666665,0.5,2.48075,3.1625000000000005,6.524,2.41,6.8085,71.72649999999999,worse
135,Lisbon,Portugal,Europe,6.734000000000001,7.004000000000001,4.191000000000001,5.31575,8.438,7.860333333333332,4.48,6.4115,3.483,4.1575,6.394000000000001,7.833500000000001,87.17625000000001,better
136,Liverpool,United Kingdom,Europe,7.485,6.02,6.649500000000001,4.541,7.7285,9.027666666666669,4.872,7.275250000000001,5.438,5.9545,8.994,5.393,95.39775000000002,better
137,Ljubljana,Slovenia,Europe,8.214000000000002,6.749000000000001,2.293,5.69875,8.953,7.671666666666668,4.851999999999999,8.661750000000001,4.7205,4.8100000000000005,5.4895000000000005,4.799,87.42650000000002,better
138,London,United Kingdom,Europe,1.0,3.94,9.4025,5.3955,7.243500000000001,8.017999999999999,9.027,5.547750000000001,5.438,5.9545,5.8455,9.4555,86.55625,better
139,Los Angeles,California,North America,1.5275,4.556000000000001,3.9585,3.677000000000001,5.705,6.027333333333332,8.6245,4.7315000000000005,6.5145,4.7675,5.496500000000001,9.196,71.35674999999999,worse
140,Louisville,Kentucky,North America,7.258,6.358000000000001,1.473,1.954,3.6175,6.162333333333332,3.6245,6.601249999999999,6.5145,4.062,5.526999999999999,5.6935,69.46775,worse
141,Luxembourg,Luxembourg,Europe,2.4530000000000003,3.411,4.5805,5.8445,8.627999999999998,8.220333333333333,3.4795,8.57625,7.473000000000001,7.151,5.458,4.495500000000001,81.67725,better
143,Lyon,France,Europe,6.697000000000001,4.349,5.963000000000001,5.18525,7.134499999999999,8.641666666666666,4.5805,6.54325,4.2045,2.648000000000001,9.403,5.987500000000001,85.4395,better
144,Madison,Wisconsin,North America,5.8295,6.173,1.2295,5.473750000000001,7.362000000000001,7.006999999999999,5.385999999999999,9.524,6.5145,4.204,4.9925,4.422000000000001,79.22524999999999,worse
145,Madrid,Spain,Europe,6.414000000000001,6.2490000000000006,5.8555,5.285750000000001,7.7925,8.916333333333332,4.291500000000001,5.5655,4.296,3.894000000000001,6.241,9.338,89.607,better
146,Malaga,Spain,Europe,8.0515,7.375,4.3605,5.78275,7.693,8.655666666666667,3.759000000000001,8.108250000000002,4.296,3.894000000000001,6.1895,6.389,90.7425,better
147,Malmo,Sweden,Europe,7.263000000000001,5.57,4.7675,5.646750000000001,6.598000000000001,8.215,3.893,9.2055,5.694499999999999,2.7495000000000003,8.219999999999999,2.3445,84.42750000000001,better
149,Manchester,United Kingdom,Europe,6.455500000000001,5.049000000000001,6.397500000000001,4.728,6.7725,8.518999999999998,5.652,4.363,5.438,5.9545,5.814,4.9750000000000005,83.88874999999999,better
151,Marseille,France,Europe,7.5885,6.026000000000002,5.950500000000001,5.86075,5.252,8.843666666666666,4.442,3.942,4.2045,2.648000000000001,5.5425,5.443000000000001,80.35275000000001,better
152,Medellin,Colombia,South America,9.2315,9.315,0.928,5.3545,7.477,6.790666666666666,1.531,6.17075,4.5945,1.8515000000000004,4.1485,5.029,78.52749999999999,worse
153,Melbourne,Australia,Oceania,4.829999999999999,4.798000000000001,2.8465000000000003,4.872,7.1325,8.015999999999998,6.2205,7.891499999999999,6.0695000000000014,4.5885,5.896000000000001,6.461,80.32325,better
154,Memphis,Tennessee,North America,7.1145000000000005,5.829,1.6615000000000002,1.9175,2.8585000000000003,4.951333333333333,3.6245,4.545249999999999,6.5145,4.772,6.07,6.860499999999999,66.11425,worse
155,Mexico City,Mexico,North America,8.360000000000001,9.244,2.87,3.806,5.464000000000001,6.379999999999999,1.713,2.5062500000000005,3.5005,4.333500000000001,5.8405000000000005,9.962,79.28225000000002,worse
156,Miami,Florida,North America,3.031,4.497,4.1690000000000005,4.0527500000000005,4.321,6.031,4.3945,6.292,6.5145,4.772,5.824,6.7675,69.4935,worse
157,Milan,Italy,Europe,5.194500000000001,4.801000000000001,6.683,5.5120000000000005,7.378000000000001,8.444666666666667,4.283,4.458,3.3625,2.4365,5.013999999999999,7.917000000000001,79.59325,worse
158,Milwaukee,Wisconsin,North America,6.1225,5.526,1.5875,4.915000000000001,4.267,6.082333333333333,4.177,7.989000000000001,6.5145,4.204,4.346,6.8375,72.27250000000001,worse
159,Minneapolis-Saint Paul,Minnesota,North America,4.738500000000001,5.042000000000001,3.544,4.924999999999999,5.085000000000001,6.680999999999999,5.2745,8.362,6.5145,4.062,6.258499999999999,6.8505,77.24549999999999,worse
160,Minsk,Belarus,Europe,9.4955,9.289,3.7664999999999993,5.365500000000001,9.038,5.5106666666666655,0.5,7.04825,3.204,5.926,4.863,6.949999999999999,89.25625,better
161,Montevideo,Uruguay,South America,8.183000000000002,6.197,1.183,5.288,5.9735000000000005,6.654999999999999,1.6900000000000002,4.545,4.416,4.8285,2.1785,4.9465,69.33475,worse
162,Montreal,Canada,North America,7.392000000000001,5.948,3.443,5.107,7.822,7.395,7.299000000000001,7.7215,5.8405000000000005,7.2745000000000015,4.478000000000001,6.9175,88.98850000000002,better
163,Moscow,Russia,Europe,6.555000000000001,8.099,9.0545,4.546250000000001,7.478,4.763,4.5725,5.27475,3.148,6.017000000000001,6.571,8.875499999999999,90.643,better
164,Mumbai,India,Asia,8.124,9.825,5.414,3.94,7.618500000000001,3.802333333333333,0.5275,2.0965,5.5565,3.4145,3.429,4.968499999999999,75.84450000000001,worse
165,Munich,Germany,Europe,4.23,4.648,8.056500000000002,6.013999999999999,9.049,8.370999999999999,7.554499999999999,9.018250000000002,5.373500000000001,3.9035,5.155000000000001,7.335999999999999,92.10925,better
166,Nairobi,Kenya,Africa,8.8505,8.431999999999999,2.3145,4.069,5.972,3.5983333333333327,0.5,3.1987500000000004,4.376999999999999,5.084,1.889,2.67,65.28875,worse
